sentence,keys,id
tuần trước cau có,"['tuần trước', 'cau có']","['000886', '001955']"
dẫn chương trình tinh trùng,"['dẫn chương trình', 'tinh trùng']","['002544', '001184']"
cao (nhà) dầu ăn,"['cao (nhà)', 'dầu ăn']","['001935', '002547']"
gánh đèo,"['gánh', 'đèo']","['002824', '002679']"
chim phượng hoàng xúc xắc,"['chim phượng hoàng', 'xúc xắc']","['002207', '002060']"
hoa lay ơn bên phải,"['hoa lay ơn', 'bên phải']","['003012', '001601']"
vĩ đại tràn ngập (nước),"['vĩ đại', 'tràn ngập (nước)']","['001821', '001436']"
d động viên,"['d', 'động viên']","['001034', '002770']"
bốt cảnh sát bàn ghế,"['bốt cảnh sát', 'bàn ghế']","['001759', '001339']"
Khánh Hòa cây nến,"['Khánh Hòa', 'cây nến']","['003118', '000928']"
phê bình cấy,"['phê bình', 'cấy']","['000196', '002055']"
vòi voi viết lia lịa,"['vòi voi', 'viết lia lịa']","['001845', '001833']"
"anh hai, anh cả ăn diện","['anh hai, anh cả', 'ăn diện']","['000303', '001268']"
gặm xương (con chó gặm xương) thù lao,"['gặm xương (con chó gặm xương)', 'thù lao']","['002833', '001137']"
héo hình chiếu,"['héo', 'hình chiếu']","['002978', '002998']"
chấm điểm sụp đổ,"['chấm điểm', 'sụp đổ']","['002141', '000457']"
năm ngoái phấn trang điểm,"['năm ngoái', 'phấn trang điểm']","['003485', '000186']"
cốc ống nghe,"['cốc', 'ống nghe']","['002423', '000118']"
9 khúc khuỷu,"['9', 'khúc khuỷu']","['001144', '003170']"
hạt tiêu anh chị em,"['hạt tiêu', 'anh chị em']","['002965', '001215']"
cánh tay đen đủi,"['cánh tay', 'đen đủi']","['001921', '000595']"
nhỏ hơn xưa,"['nhỏ hơn', 'xưa']","['000002', '002070']"
cái vợt cá Thái Nguyên,"['cái vợt cá', 'Thái Nguyên']","['000950', '000929']"
thuyết phục Hà Lan (nước Hà Lan),"['thuyết phục', 'Hà Lan (nước Hà Lan)']","['001200', '002941']"
em trai búp bê,"['em trai', 'búp bê']","['002805', '001863']"
sinh tố con chó,"['sinh tố', 'con chó']","['000707', '002325']"
hài lòng con bướm,"['hài lòng', 'con bướm']","['000444', '002318']"
thiếu nhi cày ruộng,"['thiếu nhi', 'cày ruộng']","['001079', '001959']"
bốt cảnh sát tính toán,"['bốt cảnh sát', 'tính toán']","['001759', '001342']"
xe ben vũ trụ,"['xe ben', 'vũ trụ']","['001990', '001889']"
chè đỗ đỏ vòng tròn,"['chè đỗ đỏ', 'vòng tròn']","['002157', '001858']"
thị lực úp,"['thị lực', 'úp']","['001053', '001718']"
hạt cườm chất lỏng,"['hạt cườm', 'chất lỏng']","['002962', '002150']"
keo kiệt cướp cờ,"['keo kiệt', 'cướp cờ']","['003099', '002510']"
sách trăng,"['sách', 'trăng']","['000611', '001450']"
nhưng năng lực,"['nhưng', 'năng lực']","['000536', '003489']"
bọt xà phòng gương,"['bọt xà phòng', 'gương']","['001713', '002937']"
quả su su cháy rừng,"['quả su su', 'cháy rừng']","['000382', '002107']"
long lanh (mắt) biểu đồ cột,"['long lanh (mắt)', 'biểu đồ cột']","['000598', '001645']"
họp nhóm đòi,"['họp nhóm', 'đòi']","['000960', '000977']"
cụ già rửa tay,"['cụ già', 'rửa tay']","['002487', '000594']"
chợ nổi Cái Răng cột sống,"['chợ nổi Cái Răng', 'cột sống']","['002229', '002454']"
trường tiểu học nhấp nháy,"['trường tiểu học', 'nhấp nháy']","['001592', '003635']"
tổ tiên Quảng Trị,"['tổ tiên', 'Quảng Trị']","['001386', '000421']"
Bắc Kạn ki-lô-mét vuông (km2),"['Bắc Kạn', 'ki-lô-mét vuông (km2)']","['001503', '003180']"
về (Sài Gòn) xôi,"['về (Sài Gòn)', 'xôi']","['000356', '002044']"
phòng thí nghiệm kết quả,"['phòng thí nghiệm', 'kết quả']","['000254', '003107']"
dàn bài dân tộc Thái,"['dàn bài', 'dân tộc Thái']","['002517', '000684']"
hấp dẫn tôi yêu bạn ấy,"['hấp dẫn', 'tôi yêu bạn ấy']","['000038', '000292']"
bánh xe ra ngoài,"['bánh xe', 'ra ngoài']","['001455', '000505']"
theo đuổi ngược lại,"['theo đuổi', 'ngược lại']","['001031', '003582']"
câu văn phấn đấu,"['câu văn', 'phấn đấu']","['001993', '000184']"
tung tăng cốm,"['tung tăng', 'cốm']","['001632', '002427']"
cha mẹ con chuột,"['cha mẹ', 'con chuột']","['002061', '002327']"
cối xay gió xịt côn trùng,"['cối xay gió', 'xịt côn trùng']","['002425', '002585']"
lầu (tầng) 7,"['lầu (tầng)', '7']","['003237', '001140']"
mít tinh phật (tượng),"['mít tinh', 'phật (tượng)']","['000454', '000190']"
lão già ngắn,"['lão già', 'ngắn']","['003228', '003516']"
đường kính tha thứ,"['đường kính', 'tha thứ']","['002792', '000912']"
hãng tàu thuyền quyết định,"['hãng tàu thuyền', 'quyết định']","['001453', '000478']"
tuân thủ chim yến,"['tuân thủ', 'chim yến']","['001626', '002208']"
thả diều giẫm,"['thả diều', 'giẫm']","['000917', '002887']"
ý thức dàn bài,"['ý thức', 'dàn bài']","['002086', '002517']"
yên bình xoáy,"['yên bình', 'xoáy']","['002094', '002038']"
xương rồng khe cửa,"['xương rồng', 'khe cửa']","['002072', '003129']"
chày xe container,"['chày', 'xe container']","['002105', '000408']"
cao tầng cõng,"['cao tầng', 'cõng']","['001947', '002401']"
lời giải ngày của Mẹ,"['lời giải', 'ngày của Mẹ']","['003296', '000107']"
bên trên bạn trai,"['bên trên', 'bạn trai']","['001605', '001383']"
khả năng toàn cầu,"['khả năng', 'toàn cầu']","['000211', '001370']"
10 em họ,"['10', 'em họ']","['001146', '000329']"
nghị lực phích nước,"['nghị lực', 'phích nước']","['003543', '000200']"
dây buộc tóc bánh sandwich,"['dây buộc tóc', 'bánh sandwich']","['002559', '000832']"
đôi dép đèn ông sao,"['đôi dép', 'đèn ông sao']","['002734', '000477']"
riêng biệt cây gỗ,"['riêng biệt', 'cây gỗ']","['000547', '002029']"
cao thấp con gián,"['cao thấp', 'con gián']","['001949', '002348']"
tranh luận mái chèo,"['tranh luận', 'mái chèo']","['001440', '003336']"
đăng ký sáo,"['đăng ký', 'sáo']","['002638', '000636']"
yếm Quốc Tử Giám,"['yếm', 'Quốc Tử Giám']","['002090', '000467']"
con dâu bọt xà phòng,"['con dâu', 'bọt xà phòng']","['002338', '001713']"
cỏ may chặn,"['cỏ may', 'chặn']","['002307', '002134']"
nẻ lồng bàn,"['nẻ', 'lồng bàn']","['003491', '003292']"
Vĩnh Phúc gấp ba,"['Vĩnh Phúc', 'gấp ba']","['001837', '000556']"
kiểm tra khối lượng,"['kiểm tra', 'khối lượng']","['003188', '003158']"
sân chơi em họ,"['sân chơi', 'em họ']","['000657', '000331']"
dám làm giao hoán,"['dám làm', 'giao hoán']","['000466', '002877']"
chiếm đoạt nón,"['chiếm đoạt', 'nón']","['002190', '000039']"
phương hướng điêu khắc,"['phương hướng', 'điêu khắc']","['000296', '002706']"
tưới cây vĩ đại,"['tưới cây', 'vĩ đại']","['001686', '001821']"
thủy chung thiệp sinh nhật,"['thủy chung', 'thiệp sinh nhật']","['001186', '000236']"
bó hoa nhà cửa,"['bó hoa', 'nhà cửa']","['001691', '003602']"
bánh tráng quả sầu riêng,"['bánh tráng', 'quả sầu riêng']","['000241', '000380']"
môn Âm nhạc quả hồng,"['môn Âm nhạc', 'quả hồng']","['003426', '000345']"
đường hàng không phơi quần áo,"['đường hàng không', 'phơi quần áo']","['002790', '000278']"
lều trại đầy tớ,"['lều trại', 'đầy tớ']","['003255', '002656']"
chia cắt nhặt rau,"['chia cắt', 'nhặt rau']","['002180', '003623']"
Bãi biển Vũng Tàu thóc (gạo),"['Bãi biển Vũng Tàu', 'thóc (gạo)']","['001319', '001086']"
tưởng gọt bút chì (cái),"['tưởng', 'gọt bút chì (cái)']","['001692', '002927']"
5 rắc rối,"['5', 'rắc rối']","['001132', '000588']"
san sẻ cấy,"['san sẻ', 'cấy']","['000619', '002055']"
chất thải địa điểm,"['chất thải', 'địa điểm']","['002153', '002699']"
điều hòa sữa bột,"['điều hòa', 'sữa bột']","['002711', '000778']"
hộp răng hô,"['hộp', 'răng hô']","['003063', '000622']"
Hậu Giang lau miệng,"['Hậu Giang', 'lau miệng']","['002969', '000514']"
sữa bột sinh đôi,"['sữa bột', 'sinh đôi']","['000778', '000902']"
đòi hỏi bí ngô,"['đòi hỏi', 'bí ngô']","['000979', '001625']"
cứu ngày của Cha,"['cứu', 'ngày của Cha']","['002512', '000111']"
về (Sài Gòn) thêu,"['về (Sài Gòn)', 'thêu']","['000356', '001042']"
ông bà bất hiếu,"['ông bà', 'bất hiếu']","['000322', '001555']"
tính chất nước mắt,"['tính chất', 'nước mắt']","['001330', '000079']"
chát rạp chiếu phim,"['chát', 'rạp chiếu phim']","['002081', '000509']"
hạt tiêu bản lề,"['hạt tiêu', 'bản lề']","['002965', '001357']"
múa phần trăm,"['múa', 'phần trăm']","['003472', '000175']"
lựu chó cắn,"['lựu', 'chó cắn']","['003329', '000516']"
ki-lô-gam Sóc Trăng,"['ki-lô-gam', 'Sóc Trăng']","['003179', '000710']"
vạch trần xóa bảng,"['vạch trần', 'xóa bảng']","['001740', '002034']"
tôn thờ mỳ ý,"['tôn thờ', 'mỳ ý']","['001384', '000189']"
taxi con lợn (con heo),"['taxi', 'con lợn (con heo)']","['000856', '002357']"
lược bơi lội,"['lược', 'bơi lội']","['003316', '001783']"
rưỡi khăn quàng,"['rưỡi', 'khăn quàng']","['000607', '003123']"
bình an hối hận,"['bình an', 'hối hận']","['001657', '003057']"
từ chối bút,"['từ chối', 'bút']","['000228', '001865']"
thét liệt (liệt tay chân),"['thét', 'liệt (liệt tay chân)']","['001035', '003270']"
dao đại sứ,"['dao', 'đại sứ']","['002529', '000569']"
cháu gái Phi-líp-pin (nước Phi-líp-pin),"['cháu gái', 'Phi-líp-pin (nước Phi-líp-pin)']","['002085', '000208']"
chém nóng tính,"['chém', 'nóng tính']","['002158', '000263']"
đoạn thẳng Đông Dương,"['đoạn thẳng', 'Đông Dương']","['002723', '002756']"
rau mùng tơi hàng ngày,"['rau mùng tơi', 'hàng ngày']","['000521', '000393']"
đường thuỷ mũi tên,"['đường thuỷ', 'mũi tên']","['002796', '000498']"
nhà thờ chiếu phim,"['nhà thờ', 'chiếu phim']","['003606', '002199']"
em gái nhà sàn,"['em gái', 'nhà sàn']","['002802', '003603']"
chợ nổi bắp ngô,"['chợ nổi', 'bắp ngô']","['002227', '001533']"
hậu quả xếp hàng ngang,"['hậu quả', 'xếp hàng ngang']","['002970', '002026']"
cao thấp hình bình hành,"['cao thấp', 'hình bình hành']","['001949', '002996']"
cao (nhà) trang điểm,"['cao (nhà)', 'trang điểm']","['001935', '000947']"
đ quốc khánh,"['đ', 'quốc khánh']","['001037', '000458']"
số chẵn trục hoành,"['số chẵn', 'trục hoành']","['000724', '001532']"
bánh sandwich vỡ,"['bánh sandwich', 'vỡ']","['000832', '001887']"
phê bình mách,"['phê bình', 'mách']","['000196', '000137']"
quy nạp chậm chạp,"['quy nạp', 'chậm chạp']","['000473', '000411']"
tránh thai bàn chải đánh răng,"['tránh thai', 'bàn chải đánh răng']","['001444', '001335']"
cổ vũ cỏ may,"['cổ vũ', 'cỏ may']","['002415', '002307']"
bảng màu nhà sàn,"['bảng màu', 'nhà sàn']","['001409', '003603']"
băng chuyền ngon miệng,"['băng chuyền', 'ngon miệng']","['001521', '003557']"
bơm xe đoán,"['bơm xe', 'đoán']","['001789', '002722']"
chứng kiến đoạn thơ,"['chứng kiến', 'đoạn thơ']","['002297', '002724']"
chim bồ câu đá bóng,"['chim bồ câu', 'đá bóng']","['002201', '002604']"
dòng sông em rể,"['dòng sông', 'em rể']","['002594', '002803']"
gian dối máy bơm,"['gian dối', 'máy bơm']","['000732', '003363']"
công việc cây gỗ,"['công việc', 'cây gỗ']","['002442', '002029']"
tài năng xen,"['tài năng', 'xen']","['000825', '002016']"
con cọp máy khâu,"['con cọp', 'máy khâu']","['002331', '003368']"
xăng-ti-mét-khối (cm3) nhát gan,"['xăng-ti-mét-khối (cm3)', 'nhát gan']","['001974', '003615']"
cổ chân gửi thư,"['cổ chân', 'gửi thư']","['002409', '002936']"
trang điểm xóm làng,"['trang điểm', 'xóm làng']","['000947', '002040']"
xương rồng đá bóng,"['xương rồng', 'đá bóng']","['002072', '002604']"
dấu gạch ngang tự tin,"['dấu gạch ngang', 'tự tin']","['002554', '001672']"
tràn ngập (nước) tưởng tượng,"['tràn ngập (nước)', 'tưởng tượng']","['001436', '001694']"
cao (nhà) phẫu thuật cổ,"['cao (nhà)', 'phẫu thuật cổ']","['001935', '000792']"
tung tăng số chín,"['tung tăng', 'số chín']","['001632', '000727']"
w loa,"['w', 'loa']","['001101', '003282']"
đắt đỏ cây ngô,"['đắt đỏ', 'cây ngô']","['002643', '002035']"
cơ thể màu xanh lá cây,"['cơ thể', 'màu xanh lá cây']","['002461', '003359']"
đăng nhập cây thân gỗ,"['đăng nhập', 'cây thân gỗ']","['002639', '002047']"
tự tin chuyện nhỏ,"['tự tin', 'chuyện nhỏ']","['001668', '000532']"
góc tù vũ trụ,"['góc tù', 'vũ trụ']","['002922', '001889']"
Bru-nây (nước Bru-nây) giá trị phần trăm,"['Bru-nây (nước Bru-nây)', 'giá trị phần trăm']","['001799', '002867']"
khổng lồ ăn vú sữa (bằng thìa),"['khổng lồ', 'ăn vú sữa (bằng thìa)']","['003161', '000398']"
phụ thuộc bay liệng (bay lượn),"['phụ thuộc', 'bay liệng (bay lượn)']","['000768', '001495']"
mở buổi trưa,"['mở', 'buổi trưa']","['003449', '001846']"
hài lòng vào mùa,"['hài lòng', 'vào mùa']","['000444', '001761']"
tưởng bảo thủ,"['tưởng', 'bảo thủ']","['001692', '001465']"
hoang mang khóa cửa,"['hoang mang', 'khóa cửa']","['003115', '003143']"
cửa khẩu thêu,"['cửa khẩu', 'thêu']","['002501', '001042']"
thổi bóng đường hầm,"['thổi bóng', 'đường hầm']","['001089', '002791']"
sum họp hình lập phương,"['sum họp', 'hình lập phương']","['000760', '003003']"
giả mạo hỏng,"['giả mạo', 'hỏng']","['002853', '003043']"
trung thành súp lơ,"['trung thành', 'súp lơ']","['001558', '000176']"
la bàn thổi kèn,"['la bàn', 'thổi kèn']","['003206', '001091']"
luật chơi hót rác (cái hót rác),"['luật chơi', 'hót rác (cái hót rác)']","['003303', '003048']"
máy bơm hay là (hoặc là),"['máy bơm', 'hay là (hoặc là)']","['003363', '000542']"
luyện từ và câu sửa chữa,"['luyện từ và câu', 'sửa chữa']","['003314', '000770']"
mạng lưới vắt chanh,"['mạng lưới', 'vắt chanh']","['003343', '000842']"
chữ cái hơi nước,"['chữ cái', 'hơi nước']","['002292', '003066']"
tài trợ quốc gia,"['tài trợ', 'quốc gia']","['000826', '000455']"
về (Sài Gòn) gà trống,"['về (Sài Gòn)', 'gà trống']","['000356', '002817']"
Nam bán cầu ca,"['Nam bán cầu', 'ca']","['003477', '001892']"
bún ngan tình yêu,"['bún ngan', 'tình yêu']","['000195', '001324']"
tia nắng rau cải thảo,"['tia nắng', 'rau cải thảo']","['001244', '000517']"
nhập ngũ vun đắp,"['nhập ngũ', 'vun đắp']","['002740', '001912']"
bánh canh hàng ngang,"['bánh canh', 'hàng ngang']","['000834', '002950']"
kể chuyện kỉ niệm,"['kể chuyện', 'kỉ niệm']","['003102', '003183']"
xóa bảng chú ( người),"['xóa bảng', 'chú ( người)']","['002034', '002111']"
mồ hôi số đo,"['mồ hôi', 'số đo']","['003421', '000729']"
bún mắm thủ tướng,"['bún mắm', 'thủ tướng']","['000191', '001143']"
trong sáng tóm tắt,"['trong sáng', 'tóm tắt']","['001492', '001378']"
môn Ngoại ngữ Bắc bộ,"['môn Ngoại ngữ', 'Bắc bộ']","['003438', '001499']"
phố cổ Hội an cờ,"['phố cổ Hội an', 'cờ']","['000268', '002464']"
dây chun con rùa,"['dây chun', 'con rùa']","['002560', '002379']"
xoáy bức tranh,"['xoáy', 'bức tranh']","['002038', '001876']"
bùng binh keo kiệt,"['bùng binh', 'keo kiệt']","['001230', '003099']"
hấp chó xù,"['hấp', 'chó xù']","['000808', '002219']"
phù hợp Lâm Đồng,"['phù hợp', 'Lâm Đồng']","['000280', '003235']"
thắp đèn tình huống,"['thắp đèn', 'tình huống']","['000957', '001316']"
quan (chức vụ) đàng ngoài,"['quan (chức vụ)', 'đàng ngoài']","['000524', '002622']"
lương thực mật ong,"['lương thực', 'mật ong']","['003324', '003391']"
giám khảo hiểu,"['giám khảo', 'hiểu']","['002873', '002993']"
một mình bé loắt choắt,"['một mình', 'bé loắt choắt']","['003446', '001577']"
hi vọng ống nước,"['hi vọng', 'ống nước']","['002986', '000122']"
quả dừa ghép hình,"['quả dừa', 'ghép hình']","['000332', '002846']"
quyên góp Tây Bắc,"['quyên góp', 'Tây Bắc']","['000726', '000889']"
bộ truyện tưới cây,"['bộ truyện', 'tưới cây']","['001725', '001684']"
bún chả mặc quần áo,"['bún chả', 'mặc quần áo']","['000193', '003372']"
thề con dê,"['thề', 'con dê']","['001036', '002339']"
cấy lúa số liền trước,"['cấy lúa', 'số liền trước']","['002057', '000734']"
biểu đồ hình quạt cổ tích,"['biểu đồ hình quạt', 'cổ tích']","['001647', '002421']"
bơm nước khố,"['bơm nước', 'khố']","['001787', '003162']"
không hiểu buổi chiều,"['không hiểu', 'buổi chiều']","['003163', '001826']"
cái túi môn Kĩ thuật,"['cái túi', 'môn Kĩ thuật']","['001911', '003435']"
vịnh Hạ Long tác động,"['vịnh Hạ Long', 'tác động']","['001841', '002769']"
bánh bột lọc phòng thí nghiệm,"['bánh bột lọc', 'phòng thí nghiệm']","['001425', '000254']"
làm việc lá thư,"['làm việc', 'lá thư']","['003217', '003210']"
ban giám hiệu khoá (cái khóa),"['ban giám hiệu', 'khoá (cái khóa)']","['001329', '003142']"
mật ong ủy ban,"['mật ong', 'ủy ban']","['003391', '001720']"
mềm mại lẩu,"['mềm mại', 'lẩu']","['003402', '000804']"
chương trình tự tin,"['chương trình', 'tự tin']","['002298', '001672']"
hòn bi (giống viên bi) chim chóc,"['hòn bi (giống viên bi)', 'chim chóc']","['003042', '002204']"
thông báo vận chuyển,"['thông báo', 'vận chuyển']","['001093', '001792']"
chọn lọc chai nước,"['chọn lọc', 'chai nước']","['002222', '002071']"
màu xanh da trời mét (m),"['màu xanh da trời', 'mét (m)']","['003357', '003397']"
lượm lĩnh hội,"['lượm', 'lĩnh hội']","['003323', '003274']"
Thánh Gióng lái tàu hỏa,"['Thánh Gióng', 'lái tàu hỏa']","['001006', '003214']"
anh chị thuyền chài,"['anh chị', 'thuyền chài']","['001213', '001193']"
nói chuyện ba là,"['nói chuyện', 'ba là']","['000033', '000317']"
phép tính ghi nhớ,"['phép tính', 'ghi nhớ']","['000194', '002850']"
sân khấu luyện từ và câu,"['sân khấu', 'luyện từ và câu']","['000661', '003314']"
sĩ diện nhiều hơn,"['sĩ diện', 'nhiều hơn']","['000679', '003645']"
con kiến lên đường,"['con kiến', 'lên đường']","['002354', '003252']"
phố cổ Hội an số chẵn,"['phố cổ Hội an', 'số chẵn']","['000268', '000724']"
kéo co vui mừng,"['kéo co', 'vui mừng']","['000648', '001899']"
sáo đầu tiên,"['sáo', 'đầu tiên']","['000636', '002650']"
thuận lợi cầu Thê Húc (Hồ Gươm),"['thuận lợi', 'cầu Thê Húc (Hồ Gươm)']","['001156', '000746']"
chất đốt ống nước,"['chất đốt', 'ống nước']","['002146', '000122']"
bản làng khuyến khích,"['bản làng', 'khuyến khích']","['001355', '000072']"
cấy lúa ít nhất,"['cấy lúa', 'ít nhất']","['002057', '003091']"
tương lai ai,"['tương lai', 'ai']","['000637', '001201']"
vô lí tuyên ngôn,"['vô lí', 'tuyên ngôn']","['001864', '001642']"
người gửi tình cảm,"['người gửi', 'tình cảm']","['003584', '001312']"
Trần Quốc Toản tia số,"['Trần Quốc Toản', 'tia số']","['000464', '001246']"
hậu quả đàn ghi ta,"['hậu quả', 'đàn ghi ta']","['002970', '002619']"
xây ngồi,"['xây', 'ngồi']","['001982', '003570']"
khâm phục nổi dậy,"['khâm phục', 'nổi dậy']","['003125', '000055']"
trọc đầu hoặc,"['trọc đầu', 'hoặc']","['001486', '000424']"
băng bó nhiệt độ,"['băng bó', 'nhiệt độ']","['001519', '002767']"
Tiền Giang ngán,"['Tiền Giang', 'ngán']","['001261', '000816']"
Đền Hùng internet,"['Đền Hùng', 'internet']","['002691', '001014']"
đàng trong chùa Hương,"['đàng trong', 'chùa Hương']","['002623', '002250']"
quả cam trà nóng,"['quả cam', 'trà nóng']","['000314', '000854']"
số chín chim gõ kiến,"['số chín', 'chim gõ kiến']","['000727', '002206']"
giơ tay chìa khóa,"['giơ tay', 'chìa khóa']","['002911', '002186']"
phật (tượng) hoa sen,"['phật (tượng)', 'hoa sen']","['000190', '003015']"
xô rõ ràng,"['xô', 'rõ ràng']","['002042', '000555']"
chính quyền con gái,"['chính quyền', 'con gái']","['002213', '002345']"
gà tây lang thang,"['gà tây', 'lang thang']","['002816', '003218']"
phấn (viết bảng) huân chương,"['phấn (viết bảng)', 'huân chương']","['000182', '003071']"
đất nước bị chia cắt (Việt Nam) xâm hại tình dục,"['đất nước bị chia cắt (Việt Nam)', 'xâm hại tình dục']","['000665', '003552']"
lây nhiễm ca nô,"['lây nhiễm', 'ca nô']","['003239', '001894']"
quả chuối cất giấu,"['quả chuối', 'cất giấu']","['000319', '001973']"
phục vụ số thập phân,"['phục vụ', 'số thập phân']","['000290', '000739']"
người bán hàng mi-li-mét (mm),"['người bán hàng', 'mi-li-mét (mm)']","['003583', '003404']"
chục triệu mẫu số bé,"['chục triệu', 'mẫu số bé']","['002263', '003393']"
hộp vô lo vô nghĩ,"['hộp', 'vô lo vô nghĩ']","['003063', '001866']"
chủ ngữ thị giác,"['chủ ngữ', 'thị giác']","['002239', '001051']"
phong toả chung kết,"['phong toả', 'chung kết']","['000998', '002271']"
hàng chục phân số tối giản,"['hàng chục', 'phân số tối giản']","['002945', '000169']"
cháy rừng dễ thương,"['cháy rừng', 'dễ thương']","['002107', '002571']"
cháu trai bóng bay,"['cháu trai', 'bóng bay']","['002103', '001707']"
trong ngoài cây ăn quả,"['trong ngoài', 'cây ăn quả']","['001496', '002011']"
ghép hình chìa khóa,"['ghép hình', 'chìa khóa']","['002846', '002186']"
con rùa thẻ,"['con rùa', 'thẻ']","['002379', '001033']"
tập hợp (Toán học) hành lang,"['tập hợp (Toán học)', 'hành lang']","['000879', '002957']"
vác dự án,"['vác', 'dự án']","['001738', '000580']"
bịa đặt thổ dân,"['bịa đặt', 'thổ dân']","['001631', '003223']"
xinh xắn tàu thủy xả rác,"['xinh xắn', 'tàu thủy', 'xả rác']","['002032', '000855', '001944']"
câu văn động viên hài hước,"['câu văn', 'động viên', 'hài hước']","['001993', '002770', '002943']"
yên lòng hàng trăm nghìn giơ tay,"['yên lòng', 'hàng trăm nghìn', 'giơ tay']","['002096', '002953', '002911']"
số liền trước râu Đông Nam,"['số liền trước', 'râu', 'Đông Nam']","['000734', '000535', '002743']"
hăng hái rước đèn xã,"['hăng hái', 'rước đèn', 'xã']","['002966', '000603', '001960']"
mặt nạ khẩu trang con cò,"['mặt nạ', 'khẩu trang', 'con cò']","['003381', '003128', '002329']"
tính chất giao hoán sân trường yêu cầu,"['tính chất giao hoán', 'sân trường', 'yêu cầu']","['001336', '000669', '002104']"
đầu xuôi đuôi lọt bé loắt choắt tưởng tượng,"['đầu xuôi đuôi lọt', 'bé loắt choắt', 'tưởng tượng']","['002651', '001577', '001694']"
dây xích mua bán đưa đón,"['dây xích', 'mua bán', 'đưa đón']","['002566', '003460', '002786']"
dự trữ áo cánh khách mời,"['dự trữ', 'áo cánh', 'khách mời']","['003327', '001254', '003112']"
hứa biện pháp cử động,"['hứa', 'biện pháp', 'cử động']","['000375', '001641', '002498']"
sinh sản trốn tìm chất hữu cơ,"['sinh sản', 'trốn tìm', 'chất hữu cơ']","['000699', '000643', '002149']"
rèn sắt bảo hiểm quần âu,"['rèn sắt', 'bảo hiểm', 'quần âu']","['000539', '001459', '000429']"
nước Việt nam buổi trưa chen lấn,"['nước Việt nam', 'buổi trưa', 'chen lấn']","['000081', '001849', '002159']"
trà nóng hình câu ghép,"['trà nóng', 'hình', 'câu ghép']","['000854', '002995', '001985']"
chữ cái quá cảnh tác dụng,"['chữ cái', 'quá cảnh', 'tác dụng']","['002292', '000394', '000813']"
gặp gỡ thổi kèn khổ,"['gặp gỡ', 'thổi kèn', 'khổ']","['002837', '001091', '003167']"
cây bàng bò sát thợ kim hoàn,"['cây bàng', 'bò sát', 'thợ kim hoàn']","['002017', '001677', '001119']"
thương mại khung cửa số các bạn (2 người),"['thương mại', 'khung cửa số', 'các bạn (2 người)']","['000671', '003171', '000283']"
y tế chó sói ma,"['y tế', 'chó sói', 'ma']","['002076', '002218', '003331']"
đồng bào ngày của Mẹ trình độ,"['đồng bào', 'ngày của Mẹ', 'trình độ']","['002759', '000107', '001484']"
trốn tìm phong trào con bướm,"['trốn tìm', 'phong trào', 'con bướm']","['000643', '000233', '002318']"
cầu cứu chăn (cái chăn) điện,"['cầu cứu', 'chăn (cái chăn)', 'điện']","['001997', '002121', '002701']"
Thái Nguyên lầu (tầng) bên trái,"['Thái Nguyên', 'lầu (tầng)', 'bên trái']","['000929', '003237', '001603']"
đoàn thanh niên giường truyền thống,"['đoàn thanh niên', 'giường', 'truyền thống']","['002720', '002917', '001580']"
chục trưởng nhóm giấy ăn,"['chục', 'trưởng nhóm', 'giấy ăn']","['002261', '001618', '002894']"
mạnh mẽ nhà nước nhân viên,"['mạnh mẽ', 'nhà nước', 'nhân viên']","['003344', '002601', '000010']"
đầu xuôi đuôi lọt tổng (số) hóa đơn,"['đầu xuôi đuôi lọt', 'tổng (số)', 'hóa đơn']","['002651', '001392', '001633']"
con muỗi dẫn chương trình làn sóng,"['con muỗi', 'dẫn chương trình', 'làn sóng']","['002361', '002544', '003219']"
tập viết va chạm lễ Nô-en,"['tập viết', 'va chạm', 'lễ Nô-en']","['000887', '001734', '003248']"
trí khôn đồn công an bỏ hoang,"['trí khôn', 'đồn công an', 'bỏ hoang']","['001474', '002742', '001681']"
chuyển vế quên hình dáng,"['chuyển vế', 'quên', 'hình dáng']","['002290', '000451', '002999']"
s các bạn (2 người) thợ rèn,"['s', 'các bạn (2 người)', 'thợ rèn']","['001080', '000283', '001121']"
bánh giầy muốn ăn bám,"['bánh giầy', 'muốn', 'ăn bám']","['001437', '003415', '000735']"
thiu bồ kết sâu bọ,"['thiu', 'bồ kết', 'sâu bọ']","['000812', '001715', '000677']"
bắp ngô cạnh tranh thuyền chài,"['bắp ngô', 'cạnh tranh', 'thuyền chài']","['001531', '000982', '001193']"
gật gù sao tóc xoăn,"['gật gù', 'sao', 'tóc xoăn']","['002843', '000629', '001372']"
ngón tay từ ngữ lỗi lầm,"['ngón tay', 'từ ngữ', 'lỗi lầm']","['003560', '001650', '003288']"
vật nhảy lò cò khóa quần,"['vật', 'nhảy lò cò', 'khóa quần']","['001796', '000646', '003138']"
cây cổ thụ gật đầu rổ,"['cây cổ thụ', 'gật đầu', 'rổ']","['002021', '002842', '000571']"
thủ công anh dũng Phú Thọ,"['thủ công', 'anh dũng', 'Phú Thọ']","['001139', '001219', '000284']"
Bru-nây (nước Bru-nây) phòng máy tính bảng trừ,"['Bru-nây (nước Bru-nây)', 'phòng máy tính', 'bảng trừ']","['001799', '000250', '001419']"
nổi da gà ấm trà chị họ,"['nổi da gà', 'ấm trà', 'chị họ']","['000041', '001292', '000325']"
