sentence,keys,id
con bướm,['con bướm'],['002318']
con cá,['con cá'],['002319']
con cá,['con cá'],['002320']
con cá,['con cá'],['002321']
con chim,['con chim'],['002322']
con chó,['con chó'],['002323']
con chó,['con chó'],['002324']
con chó,['con chó'],['002325']
con chồn,['con chồn'],['002326']
con chuột,['con chuột'],['002327']
con chuột nhắt,['con chuột nhắt'],['002328']
con cò,['con cò'],['002329']
con cóc,['con cóc'],['002330']
con cọp,['con cọp'],['002331']
con cọp,['con cọp'],['002332']
con cọp,['con cọp'],['002333']
con công,['con công'],['002334']
con cua,['con cua'],['002335']
con cú mèo,['con cú mèo'],['002336']
con cừu,['con cừu'],['002337']
con dâu,['con dâu'],['002338']
con dê,['con dê'],['002339']
con dế,['con dế'],['002340']
con đẻ,['con đẻ'],['002341']
con đom đóm,['con đom đóm'],['002342']
con đường,['con đường'],['002343']
con gà,['con gà'],['002344']
con gái,['con gái'],['002345']
con gấu,['con gấu'],['002346']
con ghẹ,['con ghẹ'],['002347']
con gián,['con gián'],['002348']
con hoẵng,['con hoẵng'],['002349']
con hươu,['con hươu'],['002350']
con khỉ,['con khỉ'],['002351']
con kiến,['con kiến'],['002352']
con kiến,['con kiến'],['002353']
con kiến,['con kiến'],['002354']
con lợn (con heo),['con lợn (con heo)'],['002355']
con lợn (con heo),['con lợn (con heo)'],['002356']
con lợn (con heo),['con lợn (con heo)'],['002357']
con lươn,['con lươn'],['002358']
con mèo,['con mèo'],['002359']
con mèo,['con mèo'],['002360']
con muỗi,['con muỗi'],['002361']
con mực,['con mực'],['002362']
con nai,['con nai'],['002363']
con ngỗng,['con ngỗng'],['002364']
con người,['con người'],['002365']
con người,['con người'],['002366']
con người,['con người'],['002367']
con ngựa,['con ngựa'],['002368']
con ngựa,['con ngựa'],['002369']
con ngựa,['con ngựa'],['002370']
con nhím,['con nhím'],['002371']
con nuôi,['con nuôi'],['002372']
con nuôi,['con nuôi'],['002373']
con nuôi,['con nuôi'],['002374']
con ong,['con ong'],['002375']
con ong,['con ong'],['002376']
con ốc,['con ốc'],['002377']
con ruồi,['con ruồi'],['002378']
con rùa,['con rùa'],['002379']
con sâu,['con sâu'],['002380']
con sò,['con sò'],['002381']
con sóc,['con sóc'],['002382']
con sói,['con sói'],['002383']
con sông,['con sông'],['002384']
con số,['con số'],['002385']
con sư tử,['con sư tử'],['002386']
con sư tử,['con sư tử'],['002387']
con tem,['con tem'],['002388']
con thỏ,['con thỏ'],['002389']
con tôm,['con tôm'],['002390']
con tôm,['con tôm'],['002391']
con tôm,['con tôm'],['002392']
con trai (động vật),['con trai (động vật)'],['002393']
con trăn,['con trăn'],['002394']
con voi,['con voi'],['002395']
con voi,['con voi'],['002396']
con voi,['con voi'],['002397']
cong,['cong'],['002398']
còng (cái còng),['còng (cái còng)'],['002399']
còng,['còng'],['002400']
cõng,['cõng'],['002401']
cô dâu,['cô dâu'],['002402']
cô đơn,['cô đơn'],['002403']
cô giáo,['cô giáo'],['002404']
cô giáo,['cô giáo'],['002405']
cô giáo,['cô giáo'],['002406']
cổ,['cổ'],['002407']
cổ áo,['cổ áo'],['002408']
cổ chân,['cổ chân'],['002409']
cổ đại,['cổ đại'],['002410']
cổ họng,['cổ họng'],['002411']
cố gắng,['cố gắng'],['002412']
cổ tay,['cổ tay'],['002413']
cổ truyền,['cổ truyền'],['002414']
cổ vũ,['cổ vũ'],['002415']
cổng trường,['cổng trường'],['002416']
cổng trường,['cổng trường'],['002417']
cỗ,['cỗ'],['002418']
cố định,['cố định'],['002419']
Cô-lôm-bi-a (nước Cô-lôm-bi-a),['Cô-lôm-bi-a (nước Cô-lôm-bi-a)'],['002420']
cổ tích,['cổ tích'],['002421']
cố ý (như cố tình),['cố ý (như cố tình)'],['002422']
cốc,['cốc'],['002423']
cối giã,['cối giã'],['002424']
cối xay gió,['cối xay gió'],['002425']
cối xay lúa,['cối xay lúa'],['002426']
cốm,['cốm'],['002427']
côn trùng,['côn trùng'],['002428']
công bằng,['công bằng'],['002429']
công chúa,['công chúa'],['002430']
công cộng,['công cộng'],['002431']
công cụ,['công cụ'],['002432']
công nhận,['công nhận'],['002433']
công sức,['công sức'],['002434']
công tắc,['công tắc'],['002435']
công thức,['công thức'],['002436']
công trường,['công trường'],['002437']
công ước,['công ước'],['002438']
công viên,['công viên'],['002439']
công viên,['công viên'],['002440']
công viên,['công viên'],['002441']
công việc,['công việc'],['002442']
Paris,['Paris'],['002443']
cổng,['cổng'],['002444']
cống,['cống'],['002445']
cộng (Toán học),['cộng (Toán học)'],['002446']
cộng (Toán học),['cộng (Toán học)'],['002447']
cộng (Toán học),['cộng (Toán học)'],['002448']
cột đèn,['cột đèn'],['002449']
cột điện,['cột điện'],['002450']
cột điện,['cột điện'],['002451']
cột điện,['cột điện'],['002452']
cột nhà,['cột nhà'],['002453']
cột sống,['cột sống'],['002454']
cơ bắp,['cơ bắp'],['002455']
cơ hội,['cơ hội'],['002456']
cơ hội,['cơ hội'],['002457']
cơ hội,['cơ hội'],['002458']
cơ quan,['cơ quan'],['002459']
cơ sở,['cơ sở'],['002460']
cơ thể,['cơ thể'],['002461']
cởi áo,['cởi áo'],['002462']
cơm hộp,['cơm hộp'],['002463']
cờ,['cờ'],['002464']
cờ ca rô,['cờ ca rô'],['002465']
cơm,['cơm'],['002466']
cơm bình dân,['cơm bình dân'],['002467']
cơm bình dân,['cơm bình dân'],['002468']
cơm bình dân,['cơm bình dân'],['002469']
Cu ba (nước Cu ba),['Cu ba (nước Cu ba)'],['002470']
củ đậu,['củ đậu'],['002471']
củ khoai lang,['củ khoai lang'],['002472']
củ từ,['củ từ'],['002473']
cụ thể,['cụ thể'],['002474']
cúc áo,['cúc áo'],['002475']
cúi,['cúi'],['002476']
cuống hoa,['cuống hoa'],['002477']
cù,['cù'],['002478']
củ cà rốt,['củ cà rốt'],['002479']
củ cải trắng,['củ cải trắng'],['002480']
củ gừng,['củ gừng'],['002481']
củ hành tây,['củ hành tây'],['002482']
củ tỏi,['củ tỏi'],['002483']
củ sả,['củ sả'],['002484']
cụ,['cụ'],['002485']
cụ đồ,['cụ đồ'],['002486']
cụ già,['cụ già'],['002487']
cục tẩy,['cục tẩy'],['002488']
cùi chỏ,['cùi chỏ'],['002489']
củi,['củi'],['002490']
cụm từ,['cụm từ'],['002491']
cuộc đời,['cuộc đời'],['002492']
cuộc sống,['cuộc sống'],['002493']
cuốn,['cuốn'],['002494']
cuộn giấy vệ sinh,['cuộn giấy vệ sinh'],['002495']
cuống lá,['cuống lá'],['002496']
cử chỉ điệu bộ,['cử chỉ điệu bộ'],['002497']
cử động,['cử động'],['002498']
cưa (cái cưa),['cưa (cái cưa)'],['002499']
cửa hàng,['cửa hàng'],['002500']
cửa khẩu,['cửa khẩu'],['002501']
cửa kính,['cửa kính'],['002502']
cửa sổ,['cửa sổ'],['002503']
cưỡi ngựa,['cưỡi ngựa'],['002504']
yên ngựa,['yên ngựa'],['002505']
cướp,['cướp'],['002506']
cướp,['cướp'],['002507']
cướp,['cướp'],['002508']
cướp biển,['cướp biển'],['002509']
cướp cờ,['cướp cờ'],['002510']
cướp giật,['cướp giật'],['002511']
cứu,['cứu'],['002512']
cứu hộ,['cứu hộ'],['002513']
dai,['dai'],['002514']
dài,['dài'],['002515']
dài hạn,['dài hạn'],['002516']
dàn bài,['dàn bài'],['002517']
dàn nhạc,['dàn nhạc'],['002518']
danh bạ,['danh bạ'],['002519']
danh dự,['danh dự'],['002520']
danh hiệu,['danh hiệu'],['002521']
danh lam thắng cảnh,['danh lam thắng cảnh'],['002522']
danh mục,['danh mục'],['002523']
danh nhân,['danh nhân'],['002524']
danh sách,['danh sách'],['002525']
danh từ,['danh từ'],['002526']
danh từ riêng,['danh từ riêng'],['002527']
dán,['dán'],['002528']
dao,['dao'],['002529']
dãy nhà,['dãy nhà'],['002530']
dãy núi,['dãy núi'],['002531']
dãy số,['dãy số'],['002532']
dãy số liệu,['dãy số liệu'],['002533']
dân ca,['dân ca'],['002534']
dân chài,['dân chài'],['002535']
gian lận,['gian lận'],['002536']
dân số,['dân số'],['002537']
dân tộc,['dân tộc'],['002538']
dân tộc,['dân tộc'],['002539']
dân tộc,['dân tộc'],['002540']
dân tộc thiểu số,['dân tộc thiểu số'],['002541']
dân tộc thiểu số,['dân tộc thiểu số'],['002542']
dân tộc thiểu số,['dân tộc thiểu số'],['002543']
dẫn chương trình,['dẫn chương trình'],['002544']
dẫn chứng,['dẫn chứng'],['002545']
dập,['dập'],['002546']
dầu ăn,['dầu ăn'],['002547']
dầu gội đầu,['dầu gội đầu'],['002548']
dầu hoả,['dầu hoả'],['002549']
dầu khí,['dầu khí'],['002550']
dấu chấm hỏi,['dấu chấm hỏi'],['002551']
dấu chấm than,['dấu chấm than'],['002552']
dấu chia,['dấu chia'],['002553']
dấu gạch ngang,['dấu gạch ngang'],['002554']
bắt buộc,['bắt buộc'],['002555']
dấu ngoặc đơn,['dấu ngoặc đơn'],['002556']
dấu nhân,['dấu nhân'],['002557']
dấu phẩy,['dấu phẩy'],['002558']
dây buộc tóc,['dây buộc tóc'],['002559']
dây chun,['dây chun'],['002560']
dây điện,['dây điện'],['002561']
dây điện,['dây điện'],['002562']
dây điện,['dây điện'],['002563']
dây thần kinh,['dây thần kinh'],['002564']
dây thừng,['dây thừng'],['002565']
dây xích,['dây xích'],['002566']
dép quai hậu,['dép quai hậu'],['002567']
dê con,['dê con'],['002568']
dê mẹ,['dê mẹ'],['002569']
dễ chịu,['dễ chịu'],['002570']
dễ thương,['dễ thương'],['002571']
dệt,['dệt'],['002572']
di chuyển,['di chuyển'],['002573']
di truyền,['di truyền'],['002574']
di truyền,['di truyền'],['002575']
di truyền,['di truyền'],['002576']
dịch vụ,['dịch vụ'],['002577']
dịch vụ,['dịch vụ'],['002578']
dịch vụ,['dịch vụ'],['002579']
diêm,['diêm'],['002580']
diện tích,['diện tích'],['002581']
diện tích toàn phần,['diện tích toàn phần'],['002582']
diện tích xung quanh,['diện tích xung quanh'],['002583']
diệt chủng,['diệt chủng'],['002584']
xịt côn trùng,['xịt côn trùng'],['002585']
diều,['diều'],['002586']
Dinh Độc Lập,['Dinh Độc Lập'],['002587']
hăm dọa,['hăm dọa'],['002588']
doanh nghiệp,['doanh nghiệp'],['002589']
doanh trại,['doanh trại'],['002590']
dọc,['dọc'],['002591']
dòng chữ,['dòng chữ'],['002592']
dòng họ,['dòng họ'],['002593']
dòng sông,['dòng sông'],['002594']
dốc,['dốc'],['002595']
dốt,['dốt'],['002596']
du học,['du học'],['002597']
duyên dáng,['duyên dáng'],['002598']
duyệt binh,['duyệt binh'],['002599']
nhà nước,['nhà nước'],['002600']
nhà nước,['nhà nước'],['002601']
nhà nước,['nhà nước'],['002602']
dựng phim,['dựng phim'],['002603']
đá bóng,['đá bóng'],['002604']
pháo đài,['pháo đài'],['002605']
đài sen,['đài sen'],['002606']
đại diện,['đại diện'],['002607']
đại diện,['đại diện'],['002608']
đại diện,['đại diện'],['002609']
đại dương,['đại dương'],['002610']
đại số,['đại số'],['002611']
đại tá,['đại tá'],['002612']
đại tướng,['đại tướng'],['002613']
đại úy,['đại úy'],['002614']
đan,['đan'],['002615']
đàn xê lô đại vĩ cầm,['đàn xê lô đại vĩ cầm'],['002616']
đàn bầu,['đàn bầu'],['002617']
đàn bướm,['đàn bướm'],['002618']
đàn ghi ta,['đàn ghi ta'],['002619']
đàn kiến,['đàn kiến'],['002620']
đàn tơ-rưng,['đàn tơ-rưng'],['002621']
đàng ngoài,['đàng ngoài'],['002622']
đàng trong,['đàng trong'],['002623']
đáng quý,['đáng quý'],['002624']
đánh,['đánh'],['002625']
đánh bắt,['đánh bắt'],['002626']
đánh giá,['đánh giá'],['002627']
đánh răng,['đánh răng'],['002628']
đánh trống,['đánh trống'],['002629']
đạn,['đạn'],['002630']
đào tạo,['đào tạo'],['002631']
đặc biệt,['đặc biệt'],['002632']
đặc biệt,['đặc biệt'],['002633']
đặc biệt,['đặc biệt'],['002634']
đặc biệt,['đặc biệt'],['002635']
đặc điểm,['đặc điểm'],['002636']
Đắk Lắk,['Đắk Lắk'],['002637']
đăng ký,['đăng ký'],['002638']
đăng nhập,['đăng nhập'],['002639']
đằng sau,['đằng sau'],['002640']
đằng trước,['đằng trước'],['002641']
Đặng Văn Ngữ,['Đặng Văn Ngữ'],['002642']
đắt đỏ,['đắt đỏ'],['002643']
đặt,['đặt'],['002644']
đập,['đập'],['002645']
đất,['đất'],['002646']
đất màu mỡ,['đất màu mỡ'],['002647']
đất nặn,['đất nặn'],['002648']
đầu tàu,['đầu tàu'],['002649']
đầu tiên,['đầu tiên'],['002650']
đầu xuôi đuôi lọt,['đầu xuôi đuôi lọt'],['002651']
đấu tranh,['đấu tranh'],['002652']
đấu vật,['đấu vật'],['002653']
đầy,['đầy'],['002654']
đầy đủ,['đầy đủ'],['002655']
đầy tớ,['đầy tớ'],['002656']
đẩy,['đẩy'],['002657']
đen láy (như đen nhánh),['đen láy (như đen nhánh)'],['002658']
đen láy (như đen nhánh),['đen láy (như đen nhánh)'],['002659']
đen láy (như đen nhánh),['đen láy (như đen nhánh)'],['002660']
đèn báo giao thông,['đèn báo giao thông'],['002661']
đèn báo giao thông,['đèn báo giao thông'],['002662']
đèn báo giao thông,['đèn báo giao thông'],['002663']
đèn điện,['đèn điện'],['002664']
đèn điện,['đèn điện'],['002665']
đèn pin,['đèn pin'],['002666']
đèn pin,['đèn pin'],['002667']
đèn pin,['đèn pin'],['002668']
đèn vàng,['đèn vàng'],['002669']
đèn vàng,['đèn vàng'],['002670']
đèn vàng,['đèn vàng'],['002671']
đèn xanh,['đèn xanh'],['002672']
đèn xanh,['đèn xanh'],['002673']
đèn xanh,['đèn xanh'],['002674']
đeo kính,['đeo kính'],['002675']
đèo Hải Vân,['đèo Hải Vân'],['002676']
đèo Hải Vân,['đèo Hải Vân'],['002677']
đèo Hải Vân,['đèo Hải Vân'],['002678']
đèo,['đèo'],['002679']
đẹp đẽ (như đẹp),['đẹp đẽ (như đẹp)'],['002680']
đẹp mê hồn,['đẹp mê hồn'],['002681']
để (đặt),['để (đặt)'],['002682']
đề nghị,['đề nghị'],['002683']
đề nghị,['đề nghị'],['002684']
đề tài,['đề tài'],['002685']
đề-xi-mét (dm),['đề-xi-mét (dm)'],['002686']
đề-xi-mét khối (dm3),['đề-xi-mét khối (dm3)'],['002687']
đề-xi-mét vuông (dm2),['đề-xi-mét vuông (dm2)'],['002688']
đếm,['đếm'],['002689']
đền,['đền'],['002690']
Đền Hùng,['Đền Hùng'],['002691']
đều đặn,['đều đặn'],['002692']
đi,['đi'],['002693']
đi học,['đi học'],['002694']
đĩa,['đĩa'],['002695']
đĩa DVD,['đĩa DVD'],['002696']
địa cầu,['địa cầu'],['002697']
địa đạo Củ Chi,['địa đạo Củ Chi'],['002698']
địa điểm,['địa điểm'],['002699']
tấm lòng,['tấm lòng'],['002700']
điện,['điện'],['002701']
điện,['điện'],['002702']
điện,['điện'],['002703']
Điện Biên Phủ,['Điện Biên Phủ'],['002704']
điện thoại,['điện thoại'],['002705']
điêu khắc,['điêu khắc'],['002706']
quả điều,['quả điều'],['002707']
quả điều,['quả điều'],['002708']
điều phối,['điều phối'],['002709']
điều phối,['điều phối'],['002710']
điều hòa,['điều hòa'],['002711']
điều hòa,['điều hòa'],['002712']
điều khiển,['điều khiển'],['002713']
điều kiện,['điều kiện'],['002714']
điều tra,['điều tra'],['002715']
điều trị,['điều trị'],['002716']
định vị,['định vị'],['002717']
đo,['đo'],['002718']
đoàn cải lương,['đoàn cải lương'],['002719']
đoàn thanh niên,['đoàn thanh niên'],['002720']
đoàn tụ,['đoàn tụ'],['002721']
đoán,['đoán'],['002722']
đoạn thẳng,['đoạn thẳng'],['002723']
đoạn thơ,['đoạn thơ'],['002724']
đoạn văn,['đoạn văn'],['002725']
đọc sách,['đọc sách'],['002726']
đón,['đón'],['002727']
đón tiếp,['đón tiếp'],['002728']
đóng cửa,['đóng cửa'],['002729']
đóng dấu,['đóng dấu'],['002730']
đóng góp,['đóng góp'],['002731']
đô thị,['đô thị'],['002732']
đồ chơi,['đồ chơi'],['002733']
đôi dép,['đôi dép'],['002734']
đổi,['đổi'],['002735']
đối diện,['đối diện'],['002736']
đối tượng,['đối tượng'],['002737']
nhập ngũ,['nhập ngũ'],['002738']
nhập ngũ,['nhập ngũ'],['002739']
nhập ngũ,['nhập ngũ'],['002740']
đội trưởng,['đội trưởng'],['002741']
đồn công an,['đồn công an'],['002742']
Đông Nam,['Đông Nam'],['002743']
Đông Nam Á,['Đông Nam Á'],['002744']
đồng bằng,['đồng bằng'],['002745']
đồng hồ,['đồng hồ'],['002746']
Đồng Nai,['Đồng Nai'],['002747']
Đồng Tháp Mười,['Đồng Tháp Mười'],['002748']
đổ nước,['đổ nước'],['002749']
độc lập,['độc lập'],['002750']
đối thoại,['đối thoại'],['002751']
đối xử,['đối xử'],['002752']
đối xứng,['đối xứng'],['002753']
đội thiếu niên,['đội thiếu niên'],['002754']
trống (không có gì),['trống (không có gì)'],['002755']
Đông Dương,['Đông Dương'],['002756']
đông lạnh,['đông lạnh'],['002757']
Đông Timor (nước Đông Timor),['Đông Timor (nước Đông Timor)'],['002758']
đồng bào,['đồng bào'],['002759']
đồng lúa,['đồng lúa'],['002760']
đồng phục,['đồng phục'],['002761']
đồng phục,['đồng phục'],['002762']
đồng phục,['đồng phục'],['002763']
đồng ruộng,['đồng ruộng'],['002764']
đồng tiền,['đồng tiền'],['002765']
rơm rớm,['rơm rớm'],['002766']
nhiệt độ,['nhiệt độ'],['002767']
động cơ,['động cơ'],['002768']
tác động,['tác động'],['002769']
động viên,['động viên'],['002770']
đợi,['đợi'],['002771']
đợi,['đợi'],['002772']
đợi,['đợi'],['002773']
đơn giản,['đơn giản'],['002774']
dung tích,['dung tích'],['002775']
tính,['tính'],['002776']
đỡ,['đỡ'],['002777']
đua ngựa,['đua ngựa'],['002778']
đua thuyền,['đua thuyền'],['002779']
đua xe máy,['đua xe máy'],['002780']
đũa,['đũa'],['002781']
đun nấu,['đun nấu'],['002782']
đuốc,['đuốc'],['002783']
đuôi,['đuôi'],['002784']
sa thải,['sa thải'],['002785']
đưa đón,['đưa đón'],['002786']
đứng nghiêm,['đứng nghiêm'],['002787']
đường cao,['đường cao'],['002788']
đường chéo,['đường chéo'],['002789']
đường hàng không,['đường hàng không'],['002790']
đường hầm,['đường hầm'],['002791']
đường kính,['đường kính'],['002792']
đường Nguyễn Huệ,['đường Nguyễn Huệ'],['002793']
đường sắt,['đường sắt'],['002794']
đường thẳng,['đường thẳng'],['002795']
đường thuỷ,['đường thuỷ'],['002796']
đường tròn,['đường tròn'],['002797']
e thẹn,['e thẹn'],['002798']
e thẹn,['e thẹn'],['002799']
e thẹn,['e thẹn'],['002800']
em dâu,['em dâu'],['002801']
em gái,['em gái'],['002802']
em rể,['em rể'],['002803']
em rể,['em rể'],['002804']
em trai,['em trai'],['002805']
em út,['em út'],['002806']
email,['email'],['002807']
Ê Đê,['Ê Đê'],['002808']
ế ẩm,['ế ẩm'],['002809']
Ê-ti-ô-pi-a (nước Ê-ti-ô-pi-a),['Ê-ti-ô-pi-a (nước Ê-ti-ô-pi-a)'],['002810']
ga tàu,['ga tàu'],['002811']
ga tàu,['ga tàu'],['002812']
ga tàu,['ga tàu'],['002813']
gà mái,['gà mái'],['002814']
gà rừng,['gà rừng'],['002815']
gà tây,['gà tây'],['002816']
gà trống,['gà trống'],['002817']
gai,['gai'],['002818']
gãi đầu gãi tai,['gãi đầu gãi tai'],['002819']
gan,['gan'],['002820']
gan dạ,['gan dạ'],['002821']
gan lì,['gan lì'],['002822']
gang tay,['gang tay'],['002823']
gánh,['gánh'],['002824']
gạo,['gạo'],['002825']
gạo,['gạo'],['002826']
gạo,['gạo'],['002827']
gạo nếp,['gạo nếp'],['002828']
gãy chân,['gãy chân'],['002829']
gãy tay,['gãy tay'],['002830']
gáy,['gáy'],['002831']
gặm cỏ,['gặm cỏ'],['002832']
gặm xương (con chó gặm xương),['gặm xương (con chó gặm xương)'],['002833']
gắn bó,['gắn bó'],['002834']
găng tay,['găng tay'],['002835']
gắp thức ăn,['gắp thức ăn'],['002836']
gặp gỡ,['gặp gỡ'],['002837']
gặt lúa,['gặt lúa'],['002838']
gần gũi,['gần gũi'],['002839']
gấp giấy,['gấp giấy'],['002840']
gấp quần áo,['gấp quần áo'],['002841']
gật đầu,['gật đầu'],['002842']
gật gù,['gật gù'],['002843']
gậy của người già,['gậy của người già'],['002844']
ghé thăm,['ghé thăm'],['002845']
ghép hình,['ghép hình'],['002846']
ghi chép,['ghi chép'],['002847']
ghi chú,['ghi chú'],['002848']
ghi hình,['ghi hình'],['002849']
ghi nhớ,['ghi nhớ'],['002850']
Gia Lai,['Gia Lai'],['002851']
giả bộ (giống giả vờ),['giả bộ (giống giả vờ)'],['002852']
giả mạo,['giả mạo'],['002853']
giả sử,['giả sử'],['002854']
giá sách,['giá sách'],['002855']
giai đoạn,['giai đoạn'],['002856']
giải thích,['giải thích'],['002857']
giảm,['giảm'],['002858']
giao thông,['giao thông'],['002859']
giao thông,['giao thông'],['002860']
giã,['giã'],['002861']
giá trị,['giá trị'],['002862']
giá trị,['giá trị'],['002863']
giá trị,['giá trị'],['002864']
giá trị phần trăm,['giá trị phần trăm'],['002865']
giá trị phần trăm,['giá trị phần trăm'],['002866']
giá trị phần trăm,['giá trị phần trăm'],['002867']
giá trị tuyệt đối,['giá trị tuyệt đối'],['002868']
giải lao,['giải lao'],['002869']
giải quyết,['giải quyết'],['002870']
giải vô địch,['giải vô địch'],['002871']
giám đốc,['giám đốc'],['002872']
giám khảo,['giám khảo'],['002873']
gian khổ,['gian khổ'],['002874']
giàn khoan,['giàn khoan'],['002875']
gián tiếp,['gián tiếp'],['002876']
giao hoán,['giao hoán'],['002877']
giao lưu,['giao lưu'],['002878']
giao thừa,['giao thừa'],['002879']
giao tiếp,['giao tiếp'],['002880']
giao tiếp,['giao tiếp'],['002881']
giao tiếp,['giao tiếp'],['002882']
giáo dục,['giáo dục'],['002883']
giáo sĩ,['giáo sĩ'],['002884']
giàu có,['giàu có'],['002885']
giấc ngủ,['giấc ngủ'],['002886']
giẫm,['giẫm'],['002887']
giận dỗi,['giận dỗi'],['002888']
giận dữ,['giận dữ'],['002889']
giật mình,['giật mình'],['002890']
giầy ba ta,['giầy ba ta'],['002891']
giầy dép,['giầy dép'],['002892']
giấy,['giấy'],['002893']
giấy ăn,['giấy ăn'],['002894']
giấy ăn,['giấy ăn'],['002895']
giấy ăn,['giấy ăn'],['002896']
giấy màu,['giấy màu'],['002897']
giấy màu,['giấy màu'],['002898']
giấy màu,['giấy màu'],['002899']
giấy nháp,['giấy nháp'],['002900']
giấy nháp,['giấy nháp'],['002901']
giấy nháp,['giấy nháp'],['002902']
giấy tờ,['giấy tờ'],['002903']
giẻ lau,['giẻ lau'],['002904']
gieo xúc xắc,['gieo xúc xắc'],['002905']
giếng nước,['giếng nước'],['002906']
giết,['giết'],['002907']
gió Lào,['gió Lào'],['002908']
giỏi,['giỏi'],['002909']
giống nhau,['giống nhau'],['002910']
giơ tay,['giơ tay'],['002911']
giới hạn,['giới hạn'],['002912']
giới thiệu,['giới thiệu'],['002913']
giúp đỡ,['giúp đỡ'],['002914']
giúp đỡ,['giúp đỡ'],['002915']
giúp đỡ,['giúp đỡ'],['002916']
giường,['giường'],['002917']
góc bẹt,['góc bẹt'],['002918']
góc bếp,['góc bếp'],['002919']
góc học tập,['góc học tập'],['002920']
góc nhọn,['góc nhọn'],['002921']
góc tù,['góc tù'],['002922']
góc vuông,['góc vuông'],['002923']
góc vườn,['góc vườn'],['002924']
gói (đgt),['gói (đgt)'],['002925']
gói,['gói'],['002926']
gọt bút chì (cái),['gọt bút chì (cái)'],['002927']
gọt bút chì,['gọt bút chì'],['002928']
gỗ,['gỗ'],['002929']
gỗ,['gỗ'],['002930']
gỗ,['gỗ'],['002931']
gốm sứ,['gốm sứ'],['002932']
gợi ý,['gợi ý'],['002933']
gửi,['gửi'],['002934']
gửi quà,['gửi quà'],['002935']
gửi thư,['gửi thư'],['002936']
gương,['gương'],['002937']
gương mặt,['gương mặt'],['002938']
gương mẫu,['gương mẫu'],['002939']
Hà Giang,['Hà Giang'],['002940']
Hà Lan (nước Hà Lan),['Hà Lan (nước Hà Lan)'],['002941']
Hạ Long,['Hạ Long'],['002942']
hài hước,['hài hước'],['002943']
hạn hán,['hạn hán'],['002944']
hàng chục,['hàng chục'],['002945']
hàng chục nghìn,['hàng chục nghìn'],['002946']
hàng chục triệu,['hàng chục triệu'],['002947']
hàng dọc,['hàng dọc'],['002948']
hàng đơn vị,['hàng đơn vị'],['002949']
hàng ngang,['hàng ngang'],['002950']
hàng nghìn,['hàng nghìn'],['002951']
hàng trăm,['hàng trăm'],['002952']
hàng trăm nghìn,['hàng trăm nghìn'],['002953']
hàng triệu,['hàng triệu'],['002954']
hàng xóm,['hàng xóm'],['002955']
hành động,['hành động'],['002956']
hành lang,['hành lang'],['002957']
hành quân,['hành quân'],['002958']
hành quân,['hành quân'],['002959']
hành quân,['hành quân'],['002960']
hạt,['hạt'],['002961']
hạt cườm,['hạt cườm'],['002962']
hạt lạc,['hạt lạc'],['002963']
hạt lúa,['hạt lúa'],['002964']
hạt tiêu,['hạt tiêu'],['002965']
hăng hái,['hăng hái'],['002966']
hằng đẳng thức,['hằng đẳng thức'],['002967']
hắt hơi,['hắt hơi'],['002968']
Hậu Giang,['Hậu Giang'],['002969']
hậu quả,['hậu quả'],['002970']
héc-ta (ha),['héc-ta (ha)'],['002971']
héc-tô-gam (hg),['héc-tô-gam (hg)'],['002972']
héc-tô-gam (hg),['héc-tô-gam (hg)'],['002973']
héc-tô-gam (hg),['héc-tô-gam (hg)'],['002974']
héc-tô-mét (hm),['héc-tô-mét (hm)'],['002975']
héc-tô-mét (hm),['héc-tô-mét (hm)'],['002976']
héc-tô-mét (hm),['héc-tô-mét (hm)'],['002977']
héo,['héo'],['002978']
hét (giống la),['hét (giống la)'],['002979']
hệ thống,['hệ thống'],['002980']
hệ thống,['hệ thống'],['002981']
hệ thống,['hệ thống'],['002982']
hi sinh,['hi sinh'],['002983']
hi sinh,['hi sinh'],['002984']
hi sinh,['hi sinh'],['002985']
hi vọng,['hi vọng'],['002986']
hi vọng,['hi vọng'],['002987']
hi vọng,['hi vọng'],['002988']
hiện đại,['hiện đại'],['002989']
hiện nay,['hiện nay'],['002990']
hiểu,['hiểu'],['002991']
hiểu,['hiểu'],['002992']
hiểu,['hiểu'],['002993']
hiếu thảo,['hiếu thảo'],['002994']
hình,['hình'],['002995']
hình bình hành,['hình bình hành'],['002996']
hình cầu,['hình cầu'],['002997']
hình chiếu,['hình chiếu'],['002998']
hình dáng,['hình dáng'],['002999']
hình elip,['hình elip'],['003000']
hình học,['hình học'],['003001']
hình hộp chữ nhật,['hình hộp chữ nhật'],['003002']
hình lập phương,['hình lập phương'],['003003']
hình phạt,['hình phạt'],['003004']
hình thang,['hình thang'],['003005']
hình trụ,['hình trụ'],['003006']
hình tứ giác,['hình tứ giác'],['003007']
hình vẽ,['hình vẽ'],['003008']
hoa,['hoa'],['003009']
hoa,['hoa'],['003010']
hoa,['hoa'],['003011']
hoa lay ơn,['hoa lay ơn'],['003012']
hoa sen,['hoa sen'],['003013']
hoa sen,['hoa sen'],['003014']
hoa sen,['hoa sen'],['003015']
hòa bình,['hòa bình'],['003016']
hòa nhập,['hòa nhập'],['003017']
họa sỹ,['họa sỹ'],['003018']
hoàn thành,['hoàn thành'],['003019']
hoán vị,['hoán vị'],['003020']
hoàng đế,['hoàng đế'],['003021']
